Drug	Concentration	Strain	ControlConc	Rep	SampleID	OD	BackgroundCorrect	PercentInhib
Posaconazole	0.2	Strain1537	100	Rep2	Plate_10_24hr_J10	0.1057	0.0057	1.12194806448102
Posaconazole	0.35	Strain1537	175	Rep2	Plate_10_24hr_J11	0.1127	0.0127	1.17100763065155
Posaconazole	0	Strain1537	100	Rep2	Plate_10_24hr_J12	0.4255	0.3255	3.36326938752882
Posaconazole	0.5	Strain1537	250	Rep2	Plate_10_24hr_J13	0.1089	0.00889999999999999	1.14437529473041
Posaconazole	0.7	Strain1537	350	Rep2	Plate_10_24hr_J14	0.104	0.00399999999999999	1.11003359841104
Posaconazole	0.75	Strain1537	375	Rep2	Plate_10_24hr_J15	0.1058	0.0058	1.12264891542632
Posaconazole	1	Strain1537	500	Rep2	Plate_10_24hr_J16	0.1068	0.0068	1.12965742487925
Posaconazole	1.35	Strain1537	675	Rep2	Plate_10_24hr_J17	0.1023	0.0023	1.09811913234105
Posaconazole	2	Strain1537	25	Rep2	Plate_10_24hr_J18	0.0983	-0.00170000000000001	1.07008509452932
Posaconazole	4	Strain1537	50	Rep2	Plate_10_24hr_J19	0.0993	-0.000700000000000006	1.07709360398226
Posaconazole	6	Strain1537	75	Rep2	Plate_10_24hr_J20	0.0979	-0.0021	1.06728169074815
Posaconazole	8	Strain1537	100	Rep2	Plate_10_24hr_J21	0.0972	-0.00280000000000001	1.0623757341311
Posaconazole	10	Strain1537	125	Rep2	Plate_10_24hr_J22	0.098	-0.002	1.06798254169344
Posaconazole	14	Strain1537	175	Rep2	Plate_10_24hr_J23	0.1044	0.0044	1.11283700219221
Posaconazole	20	Strain1537	250	Rep2	Plate_10_24hr_J24	0.1004	0.000399999999999998	1.08480296438048
Clioquinol	1e-04	Strain1537	25	Rep2	Plate_10_24hr_K1	0.3703	0.2703	2.97639966572695
Clioquinol	2e-04	Strain1537	50	Rep2	Plate_10_24hr_K2	0.3586	0.2586	2.89440010512764
Clioquinol	0	Strain1537	250	Rep2	Plate_10_24hr_K3	0.2731	0.1731	2.29517254690192
Clioquinol	5e-04	Strain1537	125	Rep2	Plate_10_24hr_K4	0.3274	0.2274	2.67573461019615
Clioquinol	0.001	Strain1537	25	Rep2	Plate_10_24hr_K5	0.3006	0.2006	2.48790655685756
Clioquinol	0.005	Strain1537	125	Rep2	Plate_10_24hr_K6	0.2891	0.1891	2.40730869814884
Clioquinol	0.01	Strain1537	250	Rep2	Plate_10_24hr_K7	0.3582	0.2582	2.89159670134647
Clioquinol	0.05	Strain1537	25	Rep2	Plate_10_24hr_K8	0.3725	0.2725	2.9918183865234
Clioquinol	0.1	Strain1537	50	Rep2	Plate_10_24hr_K9	0.3684	0.2684	2.96308349776638
Clioquinol	0.2	Strain1537	100	Rep2	Plate_10_24hr_K10	0.3432	0.2432	2.78646905955248
Clioquinol	0.35	Strain1537	175	Rep2	Plate_10_24hr_K11	0.2164	0.1164	1.89779006092065
Clioquinol	0	Strain1537	100	Rep2	Plate_10_24hr_K12	0.3223	0.2223	2.63999121198619
Clioquinol	0.5	Strain1537	250	Rep2	Plate_10_24hr_K13	0.1077	0.0077	1.13596508338689
Clioquinol	0.7	Strain1537	350	Rep2	Plate_10_24hr_K14	0.0917	-0.0083	1.02382893213997
Clioquinol	0.75	Strain1537	375	Rep2	Plate_10_24hr_K15	0.0919	-0.00810000000000001	1.02523063403056
Clioquinol	1	Strain1537	500	Rep2	Plate_10_24hr_K16	0.0945	-0.0055	1.04345275860818
Clioquinol	1.35	Strain1537	675	Rep2	Plate_10_24hr_K17	0.0906	-0.00940000000000001	1.01611957174174
Clioquinol	2	Strain1537	25	Rep2	Plate_10_24hr_K18	0.0903	-0.0097	1.01401701890586
Clioquinol	4	Strain1537	50	Rep2	Plate_10_24hr_K19	0.0886	-0.0114	1.00210255283588
Clioquinol	6	Strain1537	75	Rep2	Plate_10_24hr_K20	0.0891	-0.0109	1.00560680756235
Clioquinol	8	Strain1537	100	Rep2	Plate_10_24hr_K21	0.0901	-0.00990000000000001	1.01261531701528
Clioquinol	10	Strain1537	125	Rep2	Plate_10_24hr_K22	0.0911	-0.00890000000000001	1.01962382646821
Clioquinol	12	Strain1537	150	Rep2	Plate_10_24hr_K23	0.0914	-0.00860000000000001	1.02172637930409
Clioquinol	14	Strain1537	175	Rep2	Plate_10_24hr_K24	0.0931	-0.0069	1.03364084537408
Chloroxine	1e-04	Strain1537	25	Rep2	Plate_10_24hr_L1	0.3493	0.2493	2.82922096721537
Chloroxine	5e-04	Strain1537	125	Rep2	Plate_10_24hr_L2	0.3164	0.2164	2.59864100621389
Chloroxine	0	Strain1537	250	Rep2	Plate_10_24hr_L3	0.2969	0.1969	2.46197507188171
Chloroxine	0.001	Strain1537	25	Rep2	Plate_10_24hr_L4	0.358	0.258	2.89019499945588
Chloroxine	0.005	Strain1537	125	Rep2	Plate_10_24hr_L5	0.3288	0.2288	2.68554652343026
Chloroxine	0.01	Strain1537	250	Rep2	Plate_10_24hr_L6	0.3167	0.2167	2.60074355904977
Chloroxine	0.05	Strain1537	25	Rep2	Plate_10_24hr_L7	0.3611	0.2611	2.91192137875997
Chloroxine	0.1	Strain1537	50	Rep2	Plate_10_24hr_L8	0.374	0.274	3.0023311507028
Chloroxine	0.2	Strain1537	100	Rep2	Plate_10_24hr_L9	0.3426	0.2426	2.78226395388072
Chloroxine	0.35	Strain1537	175	Rep2	Plate_10_24hr_L10	0.316	0.216	2.59583760243272
Chloroxine	0.5	Strain1537	250	Rep2	Plate_10_24hr_L11	0.1961	0.0961	1.75551731902612
Chloroxine	0	Strain1537	100	Rep2	Plate_10_24hr_L12	0.307	0.207	2.53276101735633
Chloroxine	0.7	Strain1537	350	Rep2	Plate_10_24hr_L13	0.1051	0.00509999999999999	1.11774295880927
Chloroxine	0.75	Strain1537	375	Rep2	Plate_10_24hr_L14	0.099	-0.001	1.07499105114638
Chloroxine	1	Strain1537	500	Rep2	Plate_10_24hr_L15	0.0942	-0.0058	1.0413502057723
Chloroxine	1.35	Strain1537	675	Rep2	Plate_10_24hr_L16	0.0958	-0.00420000000000001	1.05256382089699
Chloroxine	2	Strain1537	25	Rep2	Plate_10_24hr_L17	0.0895	-0.0105	1.00841021134352
Chloroxine	4	Strain1537	50	Rep2	Plate_10_24hr_L18	0.0897	-0.0103	1.00981191323411
Chloroxine	6	Strain1537	75	Rep2	Plate_10_24hr_L19	0.0886	-0.0114	1.00210255283588
Chloroxine	8	Strain1537	100	Rep2	Plate_10_24hr_L20	0.0904	-0.00960000000000001	1.01471786985116
Chloroxine	10	Strain1537	125	Rep2	Plate_10_24hr_L21	0.0914	-0.00860000000000001	1.02172637930409
Chloroxine	12	Strain1537	150	Rep2	Plate_10_24hr_L22	0.0905	-0.00950000000000001	1.01541872079645
Chloroxine	14	Strain1537	175	Rep2	Plate_10_24hr_L23	0.0946	-0.0054	1.04415360955347
Chloroxine	16	Strain1537	200	Rep2	Plate_10_24hr_L24	0.0899	-0.0101	1.01121361512469
Micafungin	1e-04	Strain1537	25	Rep2	Plate_10_24hr_M1	0.3468	0.2468	2.81169969358304
Micafungin	2e-04	Strain1537	50	Rep2	Plate_10_24hr_M2	0.3116	0.2116	2.56500016083982
Micafungin	0	Strain1537	250	Rep2	Plate_10_24hr_M3	0.2947	0.1947	2.44655635108526
Micafungin	5e-04	Strain1537	125	Rep2	Plate_10_24hr_M4	0.3352	0.2352	2.73040098392902
Micafungin	0.001	Strain1537	25	Rep2	Plate_10_24hr_M5	0.3712	0.2712	2.98270732423459
Micafungin	0.005	Strain1537	125	Rep2	Plate_10_24hr_M6	0.3199	0.2199	2.62317078929916
Micafungin	0.01	Strain1537	250	Rep2	Plate_10_24hr_M7	0.2614	0.1614	2.21317298630261
Micafungin	0.05	Strain1537	25	Rep2	Plate_10_24hr_M8	0.2452	0.1452	2.0996351331651
Micafungin	0.1	Strain1537	50	Rep2	Plate_10_24hr_M9	0.1059	0.00589999999999999	1.12334976637161
Micafungin	0.2	Strain1537	100	Rep2	Plate_10_24hr_M10	0.0943	-0.00570000000000001	1.04205105671759
Micafungin	0.35	Strain1537	175	Rep2	Plate_10_24hr_M11	0.0914	-0.00860000000000001	1.02172637930409
Micafungin	0	Strain1537	100	Rep2	Plate_10_24hr_M12	0.3138	0.2138	2.58041888163627
Micafungin	0.5	Strain1537	250	Rep2	Plate_10_24hr_M13	0.0976	-0.0024	1.06517913791227
Micafungin	0.6	Strain1537	300	Rep2	Plate_10_24hr_M14	0.0915	-0.00850000000000001	1.02242723024938
Micafungin	0.75	Strain1537	375	Rep2	Plate_10_24hr_M15	0.092	-0.00800000000000001	1.02593148497585
Micafungin	1	Strain1537	500	Rep2	Plate_10_24hr_M16	0.095	-0.005	1.04695701333465
Micafungin	2	Strain1537	25	Rep2	Plate_10_24hr_M17	0.0901	-0.00990000000000001	1.01261531701528
Micafungin	4	Strain1537	50	Rep2	Plate_10_24hr_M18	0.09	-0.01	1.01191446606999
Micafungin	6	Strain1537	75	Rep2	Plate_10_24hr_M19	0.0977	-0.00230000000000001	1.06587998885756
Micafungin	10	Strain1537	125	Rep2	Plate_10_24hr_M20	0.0909	-0.00910000000000001	1.01822212457762
Micafungin	12	Strain1537	150	Rep2	Plate_10_24hr_M21	0.0942	-0.0058	1.0413502057723
Micafungin	16	Strain1537	200	Rep2	Plate_10_24hr_M22	0.091	-0.00900000000000001	1.01892297552292
Micafungin	20	Strain1537	250	Rep2	Plate_10_24hr_M23	0.0906	-0.00940000000000001	1.01611957174174
Micafungin	30	Strain1537	375	Rep2	Plate_10_24hr_M24	0.0946	-0.0054	1.04415360955347
Broxyquinolone	0.001	Strain1537	25	Rep2	Plate_10_24hr_N1	0.3313	0.2313	2.70306779706259
Broxyquinolone	0.002	Strain1537	50	Rep2	Plate_10_24hr_N2	0.3352	0.2352	2.73040098392902
Broxyquinolone	0	Strain1537	250	Rep2	Plate_10_24hr_N3	0.3023	0.2023	2.49982102292755
Broxyquinolone	0.005	Strain1537	125	Rep2	Plate_10_24hr_N4	0.3481	0.2481	2.82081075587185
Broxyquinolone	0.01	Strain1537	250	Rep2	Plate_10_24hr_N5	0.2841	0.1841	2.37226615088417
Broxyquinolone	0.02	Strain1537	500	Rep2	Plate_10_24hr_N6	0.3111	0.2111	2.56149590611335
Broxyquinolone	0.05	Strain1537	25	Rep2	Plate_10_24hr_N7	0.3412	0.2412	2.77245204064662
Broxyquinolone	0.1	Strain1537	50	Rep2	Plate_10_24hr_N8	0.3193	0.2193	2.6189656836274
Broxyquinolone	0.25	Strain1537	125	Rep2	Plate_10_24hr_N9	0.2378	0.1378	2.0477721632134
Broxyquinolone	0.5	Strain1537	250	Rep2	Plate_10_24hr_N10	0.093	-0.00700000000000001	1.03293999442878
Broxyquinolone	0.75	Strain1537	375	Rep2	Plate_10_24hr_N11	0.0932	-0.0068	1.03434169631937
Broxyquinolone	0	Strain1537	100	Rep2	Plate_10_24hr_N12	0.2707	0.1707	2.27835212421488
Broxyquinolone	1	Strain1537	500	Rep2	Plate_10_24hr_N13	0.0974	-0.00260000000000001	1.06377743602169
Broxyquinolone	2	Strain1537	25	Rep2	Plate_10_24hr_N14	0.0892	-0.0108	1.00630765850764
Broxyquinolone	4	Strain1537	50	Rep2	Plate_10_24hr_N15	0.0897	-0.0103	1.00981191323411
Broxyquinolone	6	Strain1537	75	Rep2	Plate_10_24hr_N16	0.0946	-0.0054	1.04415360955347
Broxyquinolone	8	Strain1537	100	Rep2	Plate_10_24hr_N17	0.0903	-0.0097	1.01401701890586
Broxyquinolone	10	Strain1537	125	Rep2	Plate_10_24hr_N18	0.092	-0.00800000000000001	1.02593148497585
Broxyquinolone	12	Strain1537	150	Rep2	Plate_10_24hr_N19	0.092	-0.00800000000000001	1.02593148497585
Broxyquinolone	14	Strain1537	175	Rep2	Plate_10_24hr_N20	0.0972	-0.00280000000000001	1.0623757341311
Broxyquinolone	16	Strain1537	200	Rep2	Plate_10_24hr_N21	0.0912	-0.0088	1.0203246774135
Broxyquinolone	18	Strain1537	225	Rep2	Plate_10_24hr_N22	0.0913	-0.0087	1.0210255283588
Broxyquinolone	20	Strain1537	250	Rep2	Plate_10_24hr_N23	0.0932	-0.0068	1.03434169631937
Broxyquinolone	30	Strain1537	375	Rep2	Plate_10_24hr_N24	0.0963	-0.00370000000000001	1.05606807562346
Amphotericin	0.001	Strain1537	25	Rep2	Plate_10_24hr_O1	0.3201	0.2201	2.62457249118974
Amphotericin	0.005	Strain1537	125	Rep2	Plate_10_24hr_O2	0.3675	0.2675	2.95677583925874
Amphotericin	0	Strain1537	250	Rep2	Plate_10_24hr_O3	0.2857	0.1857	2.38347976600887
Amphotericin	0.01	Strain1537	250	Rep2	Plate_10_24hr_O4	0.296	0.196	2.45566741337407
Amphotericin	0.05	Strain1537	25	Rep2	Plate_10_24hr_O5	0.3628	0.2628	2.92383584482996
Amphotericin	0.1	Strain1537	50	Rep2	Plate_10_24hr_O6	0.3139	0.2139	2.58111973258156
Amphotericin	0.2	Strain1537	100	Rep2	Plate_10_24hr_O7	0.2456	0.1456	2.10243853694628
Amphotericin	0.33	Strain1537	165	Rep2	Plate_10_24hr_O8	0.1748	0.0748	1.60623606767866
Amphotericin	0.5	Strain1537	250	Rep2	Plate_10_24hr_O9	0.0928	-0.00720000000000001	1.0315382925382
Amphotericin	0.6	Strain1537	300	Rep2	Plate_10_24hr_O10	0.0887	-0.0113	1.00280340378117
Amphotericin	0.75	Strain1537	375	Rep2	Plate_10_24hr_O11	0.0889	-0.0111	1.00420510567176
Amphotericin	0	Strain1537	100	Rep2	Plate_10_24hr_O12	0.236	0.136	2.03515684619812
Amphotericin	1	Strain1537	500	Rep2	Plate_10_24hr_O13	0.0958	-0.00420000000000001	1.05256382089699
Amphotericin	1.35	Strain1537	675	Rep2	Plate_10_24hr_O14	0.0883	-0.0117	1
Amphotericin	2	Strain1537	25	Rep2	Plate_10_24hr_O15	0.0902	-0.0098	1.01331616796057
Amphotericin	4	Strain1537	50	Rep2	Plate_10_24hr_O16	0.0956	-0.0044	1.05116211900641
Amphotericin	6	Strain1537	75	Rep2	Plate_10_24hr_O17	0.0884	-0.0116	1.00070085094529
Amphotericin	8	Strain1537	100	Rep2	Plate_10_24hr_O18	0.091	-0.00900000000000001	1.01892297552292
Amphotericin	10	Strain1537	125	Rep2	Plate_10_24hr_O19	0.0904	-0.00960000000000001	1.01471786985116
Amphotericin	12	Strain1537	150	Rep2	Plate_10_24hr_O20	0.0908	-0.0092	1.01752127363233
Amphotericin	14	Strain1537	175	Rep2	Plate_10_24hr_O21	0.0899	-0.0101	1.01121361512469
Amphotericin	16	Strain1537	200	Rep2	Plate_10_24hr_O22	0.0918	-0.0082	1.02452978308526
Amphotericin	18	Strain1537	225	Rep2	Plate_10_24hr_O23	0.092	-0.00800000000000001	1.02593148497585
Amphotericin	20	Strain1537	250	Rep2	Plate_10_24hr_O24	0.0915	-0.00850000000000001	1.02242723024938
Fluconazole	0.05	Strain1537	25	Rep2	Plate_10_24hr_P1	0.3257	0.2257	2.66382014412616
Fluconazole	0.1	Strain1537	50	Rep2	Plate_10_24hr_P2	0.3197	0.2197	2.62176908740857
Fluconazole	0	Strain1537	250	Rep2	Plate_10_24hr_P3	0.3083	0.2083	2.54187207964514
Fluconazole	0.25	Strain1537	125	Rep2	Plate_10_24hr_P4	0.3183	0.2183	2.61195717417446
Fluconazole	0.5	Strain1537	250	Rep2	Plate_10_24hr_P5	0.2532	0.1532	2.15570320878856
Fluconazole	1	Strain1537	500	Rep2	Plate_10_24hr_P6	0.2811	0.1811	2.35124062252538
Fluconazole	2	Strain1537	25	Rep2	Plate_10_24hr_P7	0.2466	0.1466	2.10944704639921
Fluconazole	6	Strain1537	75	Rep2	Plate_10_24hr_P8	0.1636	0.0636	1.52774076180581
Fluconazole	10	Strain1537	125	Rep2	Plate_10_24hr_P9	0.1299	0.0299	1.29155399324199
Fluconazole	30	Strain1537	375	Rep2	Plate_10_24hr_P10	0.1041	0.00409999999999999	1.11073444935633
Fluconazole	65.33333333	Strain1537	25	Rep2	Plate_10_24hr_P11	0.098	-0.002	1.06798254169344
Fluconazole	0	Strain1537	100	Rep2	Plate_10_24hr_P12	0.226	0.126	1.9650717516688
Fluconazole	130.6666667	Strain1537	50	Rep2	Plate_10_24hr_P13	0.106	0.00599999999999999	1.1240506173169
Fluconazole	196	Strain1537	75	Rep2	Plate_10_24hr_P14	0.0998	-0.000200000000000006	1.08059785870872
Fluconazole	261.3333333	Strain1537	100	Rep2	Plate_10_24hr_P15	0.099	-0.001	1.07499105114638
Fluconazole	326.6666667	Strain1537	125	Rep2	Plate_10_24hr_P16	0.1027	0.00269999999999999	1.10092253612223
Fluconazole	522.6666667	Strain1537	200	Rep2	Plate_10_24hr_P17	0.0952	-0.0048	1.04835871522523
Fluconazole	784	Strain1537	300	Rep2	Plate_10_24hr_P18	0.1007	0.000699999999999992	1.08690551721636
Fluconazole	1045.333333	Strain1537	400	Rep2	Plate_10_24hr_P19	0.098	-0.002	1.06798254169344
Fluconazole	1306.666667	Strain1537	500	Rep2	Plate_10_24hr_P20	0.0975	-0.0025	1.06447828696698
Fluconazole	1568	Strain1537	600	Rep2	Plate_10_24hr_P21	0.097	-0.003	1.06097403224051
Fluconazole	1829.333333	Strain1537	700	Rep2	Plate_10_24hr_P22	0.0959	-0.00410000000000001	1.05326467184229
Fluconazole	2090.666667	Strain1537	800	Rep2	Plate_10_24hr_P23	0.0982	-0.00180000000000001	1.06938424358403
Fluconazole	2613.333333	Strain1537	1000	Rep2	Plate_10_24hr_P24	0.0968	-0.00320000000000001	1.05957233034993
Miltefosine	0.05	Strain1538	25	Rep1	Plate_11_24hr_A1	0.3355	0.2355	Inf
Miltefosine	0.1	Strain1538	50	Rep1	Plate_11_24hr_A2	0.3747	0.2747	Inf
Miltefosine	0	Strain1538	500	Rep1	Plate_11_24hr_A3	0.3385	0.2385	Inf
Miltefosine	0.25	Strain1538	125	Rep1	Plate_11_24hr_A4	0.3793	0.2793	Inf
Miltefosine	0.5	Strain1538	250	Rep1	Plate_11_24hr_A5	0.3686	0.2686	Inf
Miltefosine	0.75	Strain1538	375	Rep1	Plate_11_24hr_A6	0.3883	0.2883	Inf
Miltefosine	1	Strain1538	500	Rep1	Plate_11_24hr_A7	0.3876	0.2876	Inf
Miltefosine	2	Strain1538	25	Rep1	Plate_11_24hr_A8	0.3135	0.2135	Inf
Miltefosine	4	Strain1538	50	Rep1	Plate_11_24hr_A9	0.2752	0.1752	Inf
Miltefosine	6	Strain1538	75	Rep1	Plate_11_24hr_A10	0.1512	0.0512	Inf
Miltefosine	8	Strain1538	100	Rep1	Plate_11_24hr_A11	0.1135	0.0135	Inf
Miltefosine	0	Strain1538	1000	Rep1	Plate_11_24hr_A12	0.2934	0.1934	Inf
Miltefosine	10	Strain1538	125	Rep1	Plate_11_24hr_A13	0.1314	0.0314	Inf
Miltefosine	12	Strain1538	150	Rep1	Plate_11_24hr_A14	0.1178	0.0178	Inf
Miltefosine	14	Strain1538	175	Rep1	Plate_11_24hr_A15	0.1148	0.0148	Inf
Miltefosine	16	Strain1538	200	Rep1	Plate_11_24hr_A16	0.1192	0.0192	Inf
Miltefosine	18	Strain1538	225	Rep1	Plate_11_24hr_A17	0.1222	0.0222	Inf
Miltefosine	20	Strain1538	250	Rep1	Plate_11_24hr_A18	0.1152	0.0152	Inf
Miltefosine	23.33	Strain1538	175	Rep1	Plate_11_24hr_A19	0.1151	0.0151	Inf
Miltefosine	30	Strain1538	225	Rep1	Plate_11_24hr_A20	0.1142	0.0142	Inf
Miltefosine	50	Strain1538	375	Rep1	Plate_11_24hr_A21	0.1137	0.0137	Inf
Miltefosine	73.33	Strain1538	550	Rep1	Plate_11_24hr_A22	0.1121	0.0121	Inf
Miltefosine	100	Strain1538	750	Rep1	Plate_11_24hr_A23	0.1103	0.0103	Inf
Miltefosine	133.3	Strain1538	1000	Rep1	Plate_11_24hr_A24	0.1032	0.00319999999999999	Inf
Pentamidine	0.05	Strain1538	25	Rep1	Plate_11_24hr_B1	0.3899	0.2899	Inf
Pentamidine	0.1	Strain1538	50	Rep1	Plate_11_24hr_B2	0.3614	0.2614	Inf
Pentamidine	0	Strain1538	500	Rep1	Plate_11_24hr_B3	0.3569	0.2569	Inf
Pentamidine	0.25	Strain1538	125	Rep1	Plate_11_24hr_B4	0.3454	0.2454	Inf
Pentamidine	0.5	Strain1538	250	Rep1	Plate_11_24hr_B5	0.3025	0.2025	Inf
Pentamidine	0.75	Strain1538	375	Rep1	Plate_11_24hr_B6	0.3152	0.2152	Inf
Pentamidine	1	Strain1538	500	Rep1	Plate_11_24hr_B7	0.3231	0.2231	Inf
Pentamidine	2	Strain1538	25	Rep1	Plate_11_24hr_B8	0.377	0.277	Inf
Pentamidine	4	Strain1538	50	Rep1	Plate_11_24hr_B9	0.3197	0.2197	Inf
Pentamidine	6	Strain1538	75	Rep1	Plate_11_24hr_B10	0.3311	0.2311	Inf
Pentamidine	8	Strain1538	100	Rep1	Plate_11_24hr_B11	0.3454	0.2454	Inf
Pentamidine	0	Strain1538	1000	Rep1	Plate_11_24hr_B12	0.3218	0.2218	Inf
Pentamidine	10	Strain1538	125	Rep1	Plate_11_24hr_B13	0.3593	0.2593	Inf
Pentamidine	12	Strain1538	150	Rep1	Plate_11_24hr_B14	0.3367	0.2367	Inf
Pentamidine	14	Strain1538	175	Rep1	Plate_11_24hr_B15	0.3404	0.2404	Inf
Pentamidine	16	Strain1538	200	Rep1	Plate_11_24hr_B16	0.3457	0.2457	Inf
Pentamidine	18	Strain1538	225	Rep1	Plate_11_24hr_B17	0.3311	0.2311	Inf
Pentamidine	20	Strain1538	250	Rep1	Plate_11_24hr_B18	0.3298	0.2298	Inf
Pentamidine	23.33	Strain1538	175	Rep1	Plate_11_24hr_B19	0.3218	0.2218	Inf
Pentamidine	30	Strain1538	225	Rep1	Plate_11_24hr_B20	0.2721	0.1721	Inf
Pentamidine	50	Strain1538	375	Rep1	Plate_11_24hr_B21	0.2739	0.1739	Inf
Pentamidine	73.33	Strain1538	550	Rep1	Plate_11_24hr_B22	0.2235	0.1235	Inf
Pentamidine	100	Strain1538	750	Rep1	Plate_11_24hr_B23	0.2146	0.1146	Inf
Pentamidine	133.3	Strain1538	1000	Rep1	Plate_11_24hr_B24	0.1066	0.00659999999999999	Inf
Cloxiquine	0.05	Strain1538	25	Rep1	Plate_11_24hr_C1	0.3392	0.2392	Inf
Cloxiquine	0.1	Strain1538	50	Rep1	Plate_11_24hr_C2	0.3917	0.2917	Inf
Cloxiquine	0	Strain1538	500	Rep1	Plate_11_24hr_C3	0.3233	0.2233	Inf
Cloxiquine	0.25	Strain1538	125	Rep1	Plate_11_24hr_C4	0.3365	0.2365	Inf
Cloxiquine	0.5	Strain1538	250	Rep1	Plate_11_24hr_C5	0.3091	0.2091	Inf
Cloxiquine	0.75	Strain1538	375	Rep1	Plate_11_24hr_C6	0.326	0.226	Inf
Cloxiquine	1	Strain1538	500	Rep1	Plate_11_24hr_C7	0.3195	0.2195	Inf
Cloxiquine	2	Strain1538	25	Rep1	Plate_11_24hr_C8	0.3895	0.2895	Inf
Cloxiquine	4	Strain1538	50	Rep1	Plate_11_24hr_C9	0.3521	0.2521	Inf
Cloxiquine	6	Strain1538	75	Rep1	Plate_11_24hr_C10	0.3496	0.2496	Inf
Cloxiquine	8	Strain1538	100	Rep1	Plate_11_24hr_C11	0.3085	0.2085	Inf
Cloxiquine	0	Strain1538	1000	Rep1	Plate_11_24hr_C12	0.3139	0.2139	Inf
Cloxiquine	10	Strain1538	125	Rep1	Plate_11_24hr_C13	0.2952	0.1952	Inf
Cloxiquine	12	Strain1538	150	Rep1	Plate_11_24hr_C14	0.2505	0.1505	Inf
Cloxiquine	14	Strain1538	175	Rep1	Plate_11_24hr_C15	0.2363	0.1363	Inf
Cloxiquine	16	Strain1538	200	Rep1	Plate_11_24hr_C16	0.1886	0.0886	Inf
Cloxiquine	18	Strain1538	225	Rep1	Plate_11_24hr_C17	0.1788	0.0788	Inf
Cloxiquine	20	Strain1538	250	Rep1	Plate_11_24hr_C18	0.1519	0.0519	Inf
Cloxiquine	23.33	Strain1538	175	Rep1	Plate_11_24hr_C19	0.1292	0.0292	Inf
Cloxiquine	30	Strain1538	225	Rep1	Plate_11_24hr_C20	0.1192	0.0192	Inf
Cloxiquine	50	Strain1538	375	Rep1	Plate_11_24hr_C21	0.114	0.014	Inf
Cloxiquine	73.33	Strain1538	550	Rep1	Plate_11_24hr_C22	0.1132	0.0132	Inf
Cloxiquine	100	Strain1538	750	Rep1	Plate_11_24hr_C23	0.1109	0.0109	Inf
Cloxiquine	133.3	Strain1538	1000	Rep1	Plate_11_24hr_C24	0.1	0	Inf
Disulfiram	0.05	Strain1538	25	Rep1	Plate_11_24hr_D1	0.3638	0.2638	Inf
Disulfiram	0.1	Strain1538	50	Rep1	Plate_11_24hr_D2	0.3832	0.2832	Inf
Disulfiram	0	Strain1538	500	Rep1	Plate_11_24hr_D3	0.3201	0.2201	Inf
Disulfiram	0.25	Strain1538	125	Rep1	Plate_11_24hr_D4	0.3622	0.2622	Inf
Disulfiram	0.5	Strain1538	250	Rep1	Plate_11_24hr_D5	0.3383	0.2383	Inf
Disulfiram	0.75	Strain1538	375	Rep1	Plate_11_24hr_D6	0.3559	0.2559	Inf
Disulfiram	1	Strain1538	500	Rep1	Plate_11_24hr_D7	0.3398	0.2398	Inf
Disulfiram	2	Strain1538	25	Rep1	Plate_11_24hr_D8	0.3651	0.2651	Inf
Disulfiram	4	Strain1538	50	Rep1	Plate_11_24hr_D9	0.3216	0.2216	Inf
Disulfiram	6	Strain1538	75	Rep1	Plate_11_24hr_D10	0.1358	0.0358	Inf
Disulfiram	8	Strain1538	100	Rep1	Plate_11_24hr_D11	0.1134	0.0134	Inf
Disulfiram	0	Strain1538	1000	Rep1	Plate_11_24hr_D12	0.3575	0.2575	Inf
Disulfiram	10	Strain1538	125	Rep1	Plate_11_24hr_D13	0.1222	0.0222	Inf
Disulfiram	12	Strain1538	150	Rep1	Plate_11_24hr_D14	0.119	0.019	Inf
Disulfiram	14	Strain1538	175	Rep1	Plate_11_24hr_D15	0.1168	0.0168	Inf
Disulfiram	16	Strain1538	200	Rep1	Plate_11_24hr_D16	0.1192	0.0192	Inf
Disulfiram	18	Strain1538	225	Rep1	Plate_11_24hr_D17	0.1233	0.0233	Inf
Disulfiram	20	Strain1538	250	Rep1	Plate_11_24hr_D18	0.1176	0.0176	Inf
Disulfiram	23.33	Strain1538	175	Rep1	Plate_11_24hr_D19	0.117	0.017	Inf
Disulfiram	30	Strain1538	225	Rep1	Plate_11_24hr_D20	0.1149	0.0149	Inf
Disulfiram	50	Strain1538	375	Rep1	Plate_11_24hr_D21	0.1146	0.0146	Inf
Disulfiram	73.33	Strain1538	550	Rep1	Plate_11_24hr_D22	0.1135	0.0135	Inf
Disulfiram	100	Strain1538	750	Rep1	Plate_11_24hr_D23	0.1132	0.0132	Inf
Disulfiram	133.3	Strain1538	1000	Rep1	Plate_11_24hr_D24	0.1072	0.0072	Inf
Terbinafine	0.05	Strain1538	25	Rep1	Plate_11_24hr_E1	0.3221	0.2221	Inf
Terbinafine	0.1	Strain1538	50	Rep1	Plate_11_24hr_E2	0.3277	0.2277	Inf
Terbinafine	0	Strain1538	500	Rep1	Plate_11_24hr_E3	0.3411	0.2411	Inf
Terbinafine	0.25	Strain1538	125	Rep1	Plate_11_24hr_E4	0.2954	0.1954	Inf
Terbinafine	0.5	Strain1538	250	Rep1	Plate_11_24hr_E5	0.2683	0.1683	Inf
