Drug	Concentration	Strain	ControlConc	Rep	SampleID	OD	BackgroundCorrect	PercentInhib
Cloxiquine	12	Strain1538	150	Rep2	Plate_04_24hr_C14	0.1999	0.0999	Inf
Cloxiquine	14	Strain1538	175	Rep2	Plate_04_24hr_C15	0.1902	0.0902	Inf
Cloxiquine	16	Strain1538	200	Rep2	Plate_04_24hr_C16	0.1886	0.0886	Inf
Cloxiquine	18	Strain1538	225	Rep2	Plate_04_24hr_C17	0.1657	0.0657	Inf
Cloxiquine	20	Strain1538	250	Rep2	Plate_04_24hr_C18	0.1381	0.0381	Inf
Cloxiquine	23.333	Strain1538	175	Rep2	Plate_04_24hr_C19	0.1186	0.0186	Inf
Cloxiquine	30	Strain1538	225	Rep2	Plate_04_24hr_C20	0.1171	0.0171	Inf
Cloxiquine	50	Strain1538	375	Rep2	Plate_04_24hr_C21	0.1161	0.0161	Inf
Cloxiquine	73.333	Strain1538	550	Rep2	Plate_04_24hr_C22	0.1167	0.0167	Inf
Cloxiquine	100	Strain1538	750	Rep2	Plate_04_24hr_C23	0.1176	0.0176	Inf
Cloxiquine	133.3	Strain1538	999.75	Rep2	Plate_04_24hr_C24	0.1112	0.0112	Inf
Disulfiram	0.05	Strain1538	25	Rep2	Plate_04_24hr_D1	0.3011	0.2011	Inf
Disulfiram	0.1	Strain1538	50	Rep2	Plate_04_24hr_D2	0.3111	0.2111	Inf
DMSO-1000	0	Strain1538	1000	Rep2	Plate_04_24hr_D3	0.3461	0.2461	Inf
Disulfiram	0.25	Strain1538	125	Rep2	Plate_04_24hr_D4	0.3821	0.2821	Inf
Disulfiram	0.5	Strain1538	250	Rep2	Plate_04_24hr_D5	0.3899	0.2899	Inf
Disulfiram	0.75	Strain1538	375	Rep2	Plate_04_24hr_D6	0.338	0.238	Inf
Disulfiram	1	Strain1538	500	Rep2	Plate_04_24hr_D7	0.3366	0.2366	Inf
Disulfiram	2	Strain1538	25	Rep2	Plate_04_24hr_D8	0.3869	0.2869	Inf
Disulfiram	4	Strain1538	50	Rep2	Plate_04_24hr_D9	0.2413	0.1413	Inf
Disulfiram	6	Strain1538	75	Rep2	Plate_04_24hr_D10	0.1445	0.0445	Inf
Disulfiram	8	Strain1538	100	Rep2	Plate_04_24hr_D11	0.1428	0.0428	Inf
DMSO-500	0	Strain1538	500	Rep2	Plate_04_24hr_D12	0.3828	0.2828	Inf
Disulfiram	10	Strain1538	125	Rep2	Plate_04_24hr_D13	0.1441	0.0441	Inf
Disulfiram	12	Strain1538	150	Rep2	Plate_04_24hr_D14	0.141	0.041	Inf
Disulfiram	14	Strain1538	175	Rep2	Plate_04_24hr_D15	0.1522	0.0522	Inf
Disulfiram	16	Strain1538	200	Rep2	Plate_04_24hr_D16	0.1657	0.0657	Inf
Disulfiram	18	Strain1538	225	Rep2	Plate_04_24hr_D17	0.1536	0.0536	Inf
Disulfiram	20	Strain1538	250	Rep2	Plate_04_24hr_D18	0.1242	0.0242	Inf
Disulfiram	23.333	Strain1538	175	Rep2	Plate_04_24hr_D19	0.1168	0.0168	Inf
Disulfiram	30	Strain1538	225	Rep2	Plate_04_24hr_D20	0.1154	0.0154	Inf
Disulfiram	50	Strain1538	375	Rep2	Plate_04_24hr_D21	0.118	0.018	Inf
Disulfiram	73.333	Strain1538	550	Rep2	Plate_04_24hr_D22	0.1185	0.0185	Inf
Disulfiram	100	Strain1538	750	Rep2	Plate_04_24hr_D23	0.1195	0.0195	Inf
Disulfiram	133.3	Strain1538	999.75	Rep2	Plate_04_24hr_D24	0.1183	0.0183	Inf
Terbinafine	0.05	Strain1538	25	Rep2	Plate_04_24hr_E1	0.2468	0.1468	Inf
Terbinafine	0.1	Strain1538	50	Rep2	Plate_04_24hr_E2	0.2744	0.1744	Inf
DMSO-1000	0	Strain1538	1000	Rep2	Plate_04_24hr_E3	0.3033	0.2033	Inf
Terbinafine	0.25	Strain1538	125	Rep2	Plate_04_24hr_E4	0.2654	0.1654	Inf
Terbinafine	0.5	Strain1538	250	Rep2	Plate_04_24hr_E5	0.2652	0.1652	Inf
Terbinafine	0.75	Strain1538	375	Rep2	Plate_04_24hr_E6	0.2306	0.1306	Inf
Terbinafine	1	Strain1538	500	Rep2	Plate_04_24hr_E7	0.2306	0.1306	Inf
Terbinafine	2	Strain1538	25	Rep2	Plate_04_24hr_E8	0.2275	0.1275	Inf
Terbinafine	4	Strain1538	50	Rep2	Plate_04_24hr_E9	0.2414	0.1414	Inf
Terbinafine	6	Strain1538	75	Rep2	Plate_04_24hr_E10	0.1931	0.0931	Inf
Terbinafine	8	Strain1538	100	Rep2	Plate_04_24hr_E11	0.1942	0.0942	Inf
DMSO-500	0	Strain1538	500	Rep2	Plate_04_24hr_E12	0.3554	0.2554	Inf
Terbinafine	10	Strain1538	125	Rep2	Plate_04_24hr_E13	0.2031	0.1031	Inf
Terbinafine	12	Strain1538	150	Rep2	Plate_04_24hr_E14	0.1987	0.0987	Inf
Terbinafine	14	Strain1538	175	Rep2	Plate_04_24hr_E15	0.236	0.136	Inf
Terbinafine	16	Strain1538	200	Rep2	Plate_04_24hr_E16	0.1947	0.0947	Inf
Terbinafine	18	Strain1538	225	Rep2	Plate_04_24hr_E17	0.1779	0.0779	Inf
Terbinafine	20	Strain1538	250	Rep2	Plate_04_24hr_E18	0.1595	0.0595	Inf
Terbinafine	23.333	Strain1538	175	Rep2	Plate_04_24hr_E19	0.1578	0.0578	Inf
Terbinafine	30	Strain1538	225	Rep2	Plate_04_24hr_E20	0.1511	0.0511	Inf
Terbinafine	50	Strain1538	375	Rep2	Plate_04_24hr_E21	0.1596	0.0596	Inf
Terbinafine	73.333	Strain1538	550	Rep2	Plate_04_24hr_E22	0.1615	0.0615	Inf
Terbinafine	100	Strain1538	750	Rep2	Plate_04_24hr_E23	0.1509	0.0509	Inf
Terbinafine	133.3	Strain1538	999.75	Rep2	Plate_04_24hr_E24	0.1456	0.0456	Inf
Triclabendazole	0.05	Strain1538	25	Rep2	Plate_04_24hr_F1	0.2765	0.1765	Inf
Triclabendazole	0.1	Strain1538	50	Rep2	Plate_04_24hr_F2	0.2976	0.1976	Inf
DMSO-1000	0	Strain1538	1000	Rep2	Plate_04_24hr_F3	0.2798	0.1798	Inf
Triclabendazole	0.25	Strain1538	125	Rep2	Plate_04_24hr_F4	0.3517	0.2517	Inf
Triclabendazole	0.5	Strain1538	250	Rep2	Plate_04_24hr_F5	0.3149	0.2149	Inf
Triclabendazole	0.75	Strain1538	375	Rep2	Plate_04_24hr_F6	0.3548	0.2548	Inf
Triclabendazole	1	Strain1538	500	Rep2	Plate_04_24hr_F7	0.3707	0.2707	Inf
Triclabendazole	2	Strain1538	25	Rep2	Plate_04_24hr_F8	0.3763	0.2763	Inf
Triclabendazole	4	Strain1538	50	Rep2	Plate_04_24hr_F9	0.2064	0.1064	Inf
Triclabendazole	6	Strain1538	75	Rep2	Plate_04_24hr_F10	0.1376	0.0376	Inf
Triclabendazole	8	Strain1538	100	Rep2	Plate_04_24hr_F11	0.1384	0.0384	Inf
DMSO-500	0	Strain1538	500	Rep2	Plate_04_24hr_F12	0.3661	0.2661	Inf
Triclabendazole	10	Strain1538	125	Rep2	Plate_04_24hr_F13	0.136	0.036	Inf
Triclabendazole	12	Strain1538	150	Rep2	Plate_04_24hr_F14	0.1399	0.0399	Inf
Triclabendazole	14	Strain1538	175	Rep2	Plate_04_24hr_F15	0.138	0.038	Inf
Triclabendazole	16	Strain1538	200	Rep2	Plate_04_24hr_F16	0.1401	0.0401	Inf
Triclabendazole	18	Strain1538	225	Rep2	Plate_04_24hr_F17	0.1513	0.0513	Inf
Triclabendazole	20	Strain1538	250	Rep2	Plate_04_24hr_F18	0.1187	0.0187	Inf
Triclabendazole	23.333	Strain1538	175	Rep2	Plate_04_24hr_F19	0.1206	0.0206	Inf
Triclabendazole	30	Strain1538	225	Rep2	Plate_04_24hr_F20	0.1549	0.0549	Inf
Triclabendazole	50	Strain1538	375	Rep2	Plate_04_24hr_F21	0.1781	0.0781	Inf
Triclabendazole	73.333	Strain1538	550	Rep2	Plate_04_24hr_F22	0.168	0.068	Inf
Triclabendazole	100	Strain1538	750	Rep2	Plate_04_24hr_F23	0.2481	0.1481	Inf
Triclabendazole	133.3	Strain1538	999.75	Rep2	Plate_04_24hr_F24	0.2853	0.1853	Inf
OSU-03012	0.05	Strain1538	25	Rep2	Plate_04_24hr_G1	0.2679	0.1679	Inf
OSU-03012	0.1	Strain1538	50	Rep2	Plate_04_24hr_G2	0.3065	0.2065	Inf
DMSO-1000	0	Strain1538	1000	Rep2	Plate_04_24hr_G3	0.2846	0.1846	Inf
OSU-03012	0.25	Strain1538	125	Rep2	Plate_04_24hr_G4	0.3449	0.2449	Inf
OSU-03012	0.5	Strain1538	250	Rep2	Plate_04_24hr_G5	0.3107	0.2107	Inf
OSU-03012	0.75	Strain1538	375	Rep2	Plate_04_24hr_G6	0.3498	0.2498	Inf
OSU-03012	1	Strain1538	500	Rep2	Plate_04_24hr_G7	0.3508	0.2508	Inf
OSU-03012	2	Strain1538	25	Rep2	Plate_04_24hr_G8	0.3861	0.2861	Inf
OSU-03012	4	Strain1538	50	Rep2	Plate_04_24hr_G9	0.226	0.126	Inf
OSU-03012	6	Strain1538	75	Rep2	Plate_04_24hr_G10	0.1813	0.0813	Inf
OSU-03012	8	Strain1538	100	Rep2	Plate_04_24hr_G11	0.1329	0.0329	Inf
DMSO-500	0	Strain1538	500	Rep2	Plate_04_24hr_G12	0.3495	0.2495	Inf
OSU-03012	10	Strain1538	125	Rep2	Plate_04_24hr_G13	0.1388	0.0388	Inf
OSU-03012	12	Strain1538	150	Rep2	Plate_04_24hr_G14	0.138	0.038	Inf
OSU-03012	14	Strain1538	175	Rep2	Plate_04_24hr_G15	0.147	0.047	Inf
OSU-03012	16	Strain1538	200	Rep2	Plate_04_24hr_G16	0.1588	0.0588	Inf
OSU-03012	18	Strain1538	225	Rep2	Plate_04_24hr_G17	0.162	0.062	Inf
OSU-03012	20	Strain1538	250	Rep2	Plate_04_24hr_G18	0.1496	0.0496	Inf
OSU-03012	23.333	Strain1538	175	Rep2	Plate_04_24hr_G19	0.1566	0.0566	Inf
OSU-03012	30	Strain1538	225	Rep2	Plate_04_24hr_G20	0.1197	0.0197	Inf
OSU-03012	50	Strain1538	375	Rep2	Plate_04_24hr_G21	0.1386	0.0386	Inf
OSU-03012	73.333	Strain1538	550	Rep2	Plate_04_24hr_G22	0.1629	0.0629	Inf
OSU-03012	100	Strain1538	750	Rep2	Plate_04_24hr_G23	0.1371	0.0371	Inf
OSU-03012	133.3	Strain1538	999.75	Rep2	Plate_04_24hr_G24	0.2555	0.1555	Inf
Nitroxiline	0.05	Strain1538	25	Rep2	Plate_04_24hr_H1	0.2738	0.1738	Inf
Nitroxiline	0.1	Strain1538	50	Rep2	Plate_04_24hr_H2	0.2977	0.1977	Inf
DMSO-1000	0	Strain1538	1000	Rep2	Plate_04_24hr_H3	0.2674	0.1674	Inf
Nitroxiline	0.25	Strain1538	125	Rep2	Plate_04_24hr_H4	0.3112	0.2112	Inf
Nitroxiline	0.5	Strain1538	250	Rep2	Plate_04_24hr_H5	0.3238	0.2238	Inf
Nitroxiline	0.75	Strain1538	375	Rep2	Plate_04_24hr_H6	0.3497	0.2497	Inf
Nitroxiline	1	Strain1538	500	Rep2	Plate_04_24hr_H7	0.3743	0.2743	Inf
Nitroxiline	2	Strain1538	25	Rep2	Plate_04_24hr_H8	0.1569	0.0569	Inf
Nitroxiline	4	Strain1538	50	Rep2	Plate_04_24hr_H9	0.1405	0.0405	Inf
Nitroxiline	6	Strain1538	75	Rep2	Plate_04_24hr_H10	0.1567	0.0567	Inf
Nitroxiline	8	Strain1538	100	Rep2	Plate_04_24hr_H11	0.137	0.037	Inf
DMSO-500	0	Strain1538	500	Rep2	Plate_04_24hr_H12	0.339	0.239	Inf
Nitroxiline	10	Strain1538	125	Rep2	Plate_04_24hr_H13	0.1324	0.0324	Inf
Nitroxiline	12	Strain1538	150	Rep2	Plate_04_24hr_H14	0.1242	0.0242	Inf
Nitroxiline	14	Strain1538	175	Rep2	Plate_04_24hr_H15	0.1224	0.0224	Inf
Nitroxiline	16	Strain1538	200	Rep2	Plate_04_24hr_H16	0.1399	0.0399	Inf
Nitroxiline	18	Strain1538	225	Rep2	Plate_04_24hr_H17	0.1503	0.0503	Inf
Nitroxiline	20	Strain1538	250	Rep2	Plate_04_24hr_H18	0.1499	0.0499	Inf
Nitroxiline	23.333	Strain1538	175	Rep2	Plate_04_24hr_H19	0.1313	0.0313	Inf
Nitroxiline	30	Strain1538	225	Rep2	Plate_04_24hr_H20	0.1155	0.0155	Inf
Nitroxiline	50	Strain1538	375	Rep2	Plate_04_24hr_H21	0.1165	0.0165	Inf
Nitroxiline	73.333	Strain1538	550	Rep2	Plate_04_24hr_H22	0.1191	0.0191	Inf
Nitroxiline	100	Strain1538	750	Rep2	Plate_04_24hr_H23	0.1134	0.0134	Inf
Nitroxiline	133.3	Strain1538	999.75	Rep2	Plate_04_24hr_H24	0.1045	0.00449999999999999	Inf
Broxyquinolone	0.10003	Strain1538	250	Rep2	Plate_04_24hr_I1	0.2468	0.1468	Inf
Broxyquinolone	0.05	Strain1538	25	Rep2	Plate_04_24hr_I2	0.2813	0.1813	Inf
DMSO-100	0	Strain1538	100	Rep2	Plate_04_24hr_I3	0.2726	0.1726	Inf
Broxyquinolone	0.1	Strain1538	50	Rep2	Plate_04_24hr_I4	0.3451	0.2451	Inf
Broxyquinolone	0.25	Strain1538	125	Rep2	Plate_04_24hr_I5	0.2626	0.1626	Inf
Broxyquinolone	0.5	Strain1538	250	Rep2	Plate_04_24hr_I6	0.1307	0.0307	Inf
Broxyquinolone	0.75	Strain1538	375	Rep2	Plate_04_24hr_I7	0.1408	0.0408	Inf
Broxyquinolone	1	Strain1538	500	Rep2	Plate_04_24hr_I8	0.1502	0.0502	Inf
Broxyquinolone	2	Strain1538	25	Rep2	Plate_04_24hr_I9	0.1333	0.0333	Inf
Broxyquinolone	4	Strain1538	50	Rep2	Plate_04_24hr_I10	0.1358	0.0358	Inf
Broxyquinolone	6	Strain1538	75	Rep2	Plate_04_24hr_I11	0.1359	0.0359	Inf
DMSO-250	0	Strain1538	250	Rep2	Plate_04_24hr_I12	0.3373	0.2373	Inf
Broxyquinolone	8	Strain1538	100	Rep2	Plate_04_24hr_I13	0.1339	0.0339	Inf
Broxyquinolone	10	Strain1538	125	Rep2	Plate_04_24hr_I14	0.1186	0.0186	Inf
Broxyquinolone	12	Strain1538	150	Rep2	Plate_04_24hr_I15	0.1205	0.0205	Inf
Broxyquinolone	14	Strain1538	175	Rep2	Plate_04_24hr_I16	0.1355	0.0355	Inf
Broxyquinolone	16	Strain1538	200	Rep2	Plate_04_24hr_I17	0.1463	0.0463	Inf
Broxyquinolone	18	Strain1538	225	Rep2	Plate_04_24hr_I18	0.1427	0.0427	Inf
Broxyquinolone	20	Strain1538	250	Rep2	Plate_04_24hr_I19	0.1215	0.0215	Inf
Broxyquinolone	23.333	Strain1538	175	Rep2	Plate_04_24hr_I20	0.12	0.02	Inf
Broxyquinolone	30	Strain1538	225	Rep2	Plate_04_24hr_I21	0.121	0.021	Inf
Broxyquinolone	50	Strain1538	375	Rep2	Plate_04_24hr_I22	0.1482	0.0482	Inf
Broxyquinolone	70	Strain1538	525	Rep2	Plate_04_24hr_I23	0.1639	0.0639	Inf
Broxyquinolone	100	Strain1538	750	Rep2	Plate_04_24hr_I24	0.175	0.075	Inf
Micafungin	0.01	Strain1538	25	Rep2	Plate_04_24hr_J1	0.2201	0.1201	Inf
Micafungin	0.05002	Strain1538	125	Rep2	Plate_04_24hr_J2	0.2136	0.1136	Inf
DMSO-100	0	Strain1538	100	Rep2	Plate_04_24hr_J3	0.3138	0.2138	Inf
Micafungin	0.10003	Strain1538	250	Rep2	Plate_04_24hr_J4	0.1779	0.0779	Inf
Micafungin	0.05	Strain1538	25	Rep2	Plate_04_24hr_J5	0.3312	0.2312	Inf
Micafungin	0.1	Strain1538	50	Rep2	Plate_04_24hr_J6	0.2545	0.1545	Inf
Micafungin	0.2	Strain1538	100	Rep2	Plate_04_24hr_J7	0.1555	0.0555	Inf
Micafungin	0.35	Strain1538	175	Rep2	Plate_04_24hr_J8	0.133	0.033	Inf
Micafungin	0.5	Strain1538	250	Rep2	Plate_04_24hr_J9	0.1367	0.0367	Inf
Micafungin	0.65	Strain1538	325	Rep2	Plate_04_24hr_J10	0.1323	0.0323	Inf
Micafungin	0.75	Strain1538	375	Rep2	Plate_04_24hr_J11	0.1366	0.0366	Inf
DMSO-250	0	Strain1538	250	Rep2	Plate_04_24hr_J12	0.361	0.261	Inf
Micafungin	1	Strain1538	500	Rep2	Plate_04_24hr_J13	0.1409	0.0409	Inf
Micafungin	2	Strain1538	25	Rep2	Plate_04_24hr_J14	0.1346	0.0346	Inf
Micafungin	4	Strain1538	50	Rep2	Plate_04_24hr_J15	0.1404	0.0404	Inf
Micafungin	6	Strain1538	75	Rep2	Plate_04_24hr_J16	0.1427	0.0427	Inf
Micafungin	10	Strain1538	125	Rep2	Plate_04_24hr_J17	0.1453	0.0453	Inf
Micafungin	12	Strain1538	150	Rep2	Plate_04_24hr_J18	0.1365	0.0365	Inf
Micafungin	16	Strain1538	200	Rep2	Plate_04_24hr_J19	0.1229	0.0229	Inf
Micafungin	20	Strain1538	250	Rep2	Plate_04_24hr_J20	0.118	0.018	Inf
Micafungin	24	Strain1538	300	Rep2	Plate_04_24hr_J21	0.118	0.018	Inf
Micafungin	30	Strain1538	225	Rep2	Plate_04_24hr_J22	0.118	0.018	Inf
Micafungin	50	Strain1538	375	Rep2	Plate_04_24hr_J23	0.1137	0.0137	Inf
Micafungin	100	Strain1538	750	Rep2	Plate_04_24hr_J24	0.0982	-0.00180000000000001	Inf
Caspofungin	0.05	Strain1538	25	Rep2	Plate_04_24hr_K1	0.2468	0.1468	Inf
Caspofungin	0.1	Strain1538	50	Rep2	Plate_04_24hr_K2	0.2896	0.1896	Inf
DMSO-100	0	Strain1538	100	Rep2	Plate_04_24hr_K3	0.3185	0.2185	Inf
Caspofungin	0.25	Strain1538	125	Rep2	Plate_04_24hr_K4	0.3133	0.2133	Inf
Caspofungin	0.5	Strain1538	250	Rep2	Plate_04_24hr_K5	0.2239	0.1239	Inf
Caspofungin	0.75	Strain1538	375	Rep2	Plate_04_24hr_K6	0.2284	0.1284	Inf
Caspofungin	1	Strain1538	500	Rep2	Plate_04_24hr_K7	0.2297	0.1297	Inf
Caspofungin	1.5	Strain1538	25	Rep2	Plate_04_24hr_K8	0.2117	0.1117	Inf
Caspofungin	3	Strain1538	50	Rep2	Plate_04_24hr_K9	0.2268	0.1268	Inf
Caspofungin	4.5	Strain1538	75	Rep2	Plate_04_24hr_K10	0.2381	0.1381	Inf
Caspofungin	6	Strain1538	100	Rep2	Plate_04_24hr_K11	0.2317	0.1317	Inf
DMSO-250	0	Strain1538	250	Rep2	Plate_04_24hr_K12	0.3338	0.2338	Inf
Caspofungin	7.5	Strain1538	125	Rep2	Plate_04_24hr_K13	0.2509	0.1509	Inf
Caspofungin	9	Strain1538	150	Rep2	Plate_04_24hr_K14	0.2132	0.1132	Inf
Caspofungin	12	Strain1538	200	Rep2	Plate_04_24hr_K15	0.2394	0.1394	Inf
Caspofungin	15	Strain1538	250	Rep2	Plate_04_24hr_K16	0.2581	0.1581	Inf
Caspofungin	18	Strain1538	300	Rep2	Plate_04_24hr_K17	0.274	0.174	Inf
Caspofungin	21	Strain1538	350	Rep2	Plate_04_24hr_K18	0.291	0.191	Inf
Caspofungin	24	Strain1538	400	Rep2	Plate_04_24hr_K19	0.2669	0.1669	Inf
Caspofungin	30	Strain1538	500	Rep2	Plate_04_24hr_K20	0.265	0.165	Inf
Caspofungin	42	Strain1538	700	Rep2	Plate_04_24hr_K21	0.2581	0.1581	Inf
Caspofungin	51	Strain1538	850	Rep2	Plate_04_24hr_K22	0.242	0.142	Inf
Caspofungin	60	Strain1538	1000	Rep2	Plate_04_24hr_K23	0.1837	0.0837	Inf
Caspofungin	81	Strain1538	1350	Rep2	Plate_04_24hr_K24	0.2275	0.1275	Inf
Posaconazole	0.01	Strain1538	25	Rep2	Plate_04_24hr_L1	0.2543	0.1543	Inf
Posaconazole	0.05002	Strain1538	125	Rep2	Plate_04_24hr_L2	0.1804	0.0804	Inf
DMSO-100	0	Strain1538	100	Rep2	Plate_04_24hr_L3	0.2811	0.1811	Inf
Posaconazole	0.10003	Strain1538	250	Rep2	Plate_04_24hr_L4	0.1683	0.0683	Inf
Posaconazole	0.05	Strain1538	25	Rep2	Plate_04_24hr_L5	0.2318	0.1318	Inf
Posaconazole	0.1	Strain1538	50	Rep2	Plate_04_24hr_L6	0.1896	0.0896	Inf
Posaconazole	0.2	Strain1538	100	Rep2	Plate_04_24hr_L7	0.1873	0.0873	Inf
Posaconazole	0.33	Strain1538	165	Rep2	Plate_04_24hr_L8	0.1996	0.0996	Inf
Posaconazole	0.5	Strain1538	250	Rep2	Plate_04_24hr_L9	0.1907	0.0907	Inf
Posaconazole	0.6	Strain1538	300	Rep2	Plate_04_24hr_L10	0.178	0.078	Inf
Posaconazole	0.75	Strain1538	375	Rep2	Plate_04_24hr_L11	0.1852	0.0852	Inf
DMSO-250	0	Strain1538	250	Rep2	Plate_04_24hr_L12	0.3449	0.2449	Inf
Posaconazole	1	Strain1538	500	Rep2	Plate_04_24hr_L13	0.1759	0.0759	Inf
Posaconazole	1.35	Strain1538	675	Rep2	Plate_04_24hr_L14	0.1664	0.0664	Inf
Posaconazole	2	Strain1538	25	Rep2	Plate_04_24hr_L15	0.18	0.08	Inf
Posaconazole	4	Strain1538	50	Rep2	Plate_04_24hr_L16	0.176	0.076	Inf
Posaconazole	6	Strain1538	75	Rep2	Plate_04_24hr_L17	0.1667	0.0667	Inf
Posaconazole	8	Strain1538	100	Rep2	Plate_04_24hr_L18	0.1718	0.0718	Inf
Posaconazole	10	Strain1538	125	Rep2	Plate_04_24hr_L19	0.1497	0.0497	Inf
Posaconazole	12	Strain1538	150	Rep2	Plate_04_24hr_L20	0.1552	0.0552	Inf
Posaconazole	14	Strain1538	175	Rep2	Plate_04_24hr_L21	0.1537	0.0537	Inf
Posaconazole	16	Strain1538	200	Rep2	Plate_04_24hr_L22	0.1521	0.0521	Inf
Posaconazole	18	Strain1538	225	Rep2	Plate_04_24hr_L23	0.1482	0.0482	Inf
Posaconazole	20	Strain1538	250	Rep2	Plate_04_24hr_L24	0.1359	0.0359	Inf
Clioquinol	0.01	Strain1538	25	Rep2	Plate_04_24hr_M1	0.2626	0.1626	Inf
Clioquinol	0.05002	Strain1538	125	Rep2	Plate_04_24hr_M2	0.2988	0.1988	Inf
DMSO-100	0	Strain1538	100	Rep2	Plate_04_24hr_M3	0.3033	0.2033	Inf
Clioquinol	0.10003	Strain1538	250	Rep2	Plate_04_24hr_M4	0.2884	0.1884	Inf
Clioquinol	0.05	Strain1538	25	Rep2	Plate_04_24hr_M5	0.3306	0.2306	Inf
Clioquinol	0.1	Strain1538	50	Rep2	Plate_04_24hr_M6	0.3515	0.2515	Inf
Clioquinol	0.2	Strain1538	100	Rep2	Plate_04_24hr_M7	0.313	0.213	Inf
Clioquinol	0.33	Strain1538	165	Rep2	Plate_04_24hr_M8	0.1319	0.0319	Inf
Clioquinol	0.5	Strain1538	250	Rep2	Plate_04_24hr_M9	0.1327	0.0327	Inf
Clioquinol	0.6	Strain1538	300	Rep2	Plate_04_24hr_M10	0.1195	0.0195	Inf
Clioquinol	0.75	Strain1538	375	Rep2	Plate_04_24hr_M11	0.12	0.02	Inf
DMSO-250	0	Strain1538	250	Rep2	Plate_04_24hr_M12	0.3037	0.2037	Inf
Clioquinol	1	Strain1538	500	Rep2	Plate_04_24hr_M13	0.1202	0.0202	Inf
Clioquinol	1.35	Strain1538	675	Rep2	Plate_04_24hr_M14	0.1176	0.0176	Inf
Clioquinol	2	Strain1538	25	Rep2	Plate_04_24hr_M15	0.1156	0.0156	Inf
Clioquinol	4	Strain1538	50	Rep2	Plate_04_24hr_M16	0.1148	0.0148	Inf
Clioquinol	6	Strain1538	75	Rep2	Plate_04_24hr_M17	0.1087	0.0087	Inf
Clioquinol	8	Strain1538	100	Rep2	Plate_04_24hr_M18	0.1101	0.0101	Inf
Clioquinol	10	Strain1538	125	Rep2	Plate_04_24hr_M19	0.1098	0.00979999999999999	Inf
Clioquinol	12	Strain1538	150	Rep2	Plate_04_24hr_M20	0.1101	0.0101	Inf
Clioquinol	14	Strain1538	175	Rep2	Plate_04_24hr_M21	0.1063	0.0063	Inf
Clioquinol	16	Strain1538	200	Rep2	Plate_04_24hr_M22	0.1034	0.0034	Inf
Clioquinol	18	Strain1538	225	Rep2	Plate_04_24hr_M23	0.1086	0.0086	Inf
Clioquinol	20	Strain1538	250	Rep2	Plate_04_24hr_M24	0.1184	0.0184	Inf
Amphotericine	0.01	Strain1538	25	Rep2	Plate_04_24hr_N1	0.3098	0.2098	Inf
Amphotericine	0.05002	Strain1538	125	Rep2	Plate_04_24hr_N2	0.2465	0.1465	Inf
DMSO-100	0	Strain1538	100	Rep2	Plate_04_24hr_N3	0.3108	0.2108	Inf
Amphotericine	0.10003	Strain1538	250	Rep2	Plate_04_24hr_N4	0.2543	0.1543	Inf
Amphotericine	0.05	Strain1538	25	Rep2	Plate_04_24hr_N5	0.2845	0.1845	Inf
Amphotericine	0.1	Strain1538	50	Rep2	Plate_04_24hr_N6	0.2666	0.1666	Inf
Amphotericine	0.2	Strain1538	100	Rep2	Plate_04_24hr_N7	0.2015	0.1015	Inf
Amphotericine	0.33	Strain1538	165	Rep2	Plate_04_24hr_N8	0.1263	0.0263	Inf
Amphotericine	0.5	Strain1538	250	Rep2	Plate_04_24hr_N9	0.1326	0.0326	Inf
Amphotericine	0.6	Strain1538	300	Rep2	Plate_04_24hr_N10	0.1182	0.0182	Inf
Amphotericine	0.75	Strain1538	375	Rep2	Plate_04_24hr_N11	0.1203	0.0203	Inf
DMSO-250	0	Strain1538	250	Rep2	Plate_04_24hr_N12	0.3127	0.2127	Inf
Amphotericine	1	Strain1538	500	Rep2	Plate_04_24hr_N13	0.1201	0.0201	Inf
Amphotericine	1.35	Strain1538	675	Rep2	Plate_04_24hr_N14	0.1172	0.0172	Inf
Amphotericine	2	Strain1538	25	Rep2	Plate_04_24hr_N15	0.1176	0.0176	Inf
Amphotericine	4	Strain1538	50	Rep2	Plate_04_24hr_N16	0.1171	0.0171	Inf
Amphotericine	6	Strain1538	75	Rep2	Plate_04_24hr_N17	0.1129	0.0129	Inf
Amphotericine	8	Strain1538	100	Rep2	Plate_04_24hr_N18	0.1128	0.0128	Inf
Amphotericine	10	Strain1538	125	Rep2	Plate_04_24hr_N19	0.1088	0.00879999999999999	Inf
Amphotericine	12	Strain1538	150	Rep2	Plate_04_24hr_N20	0.1121	0.0121	Inf
Amphotericine	14	Strain1538	175	Rep2	Plate_04_24hr_N21	0.1089	0.00889999999999999	Inf
Amphotericine	16	Strain1538	200	Rep2	Plate_04_24hr_N22	0.1034	0.0034	Inf
Amphotericine	18	Strain1538	225	Rep2	Plate_04_24hr_N23	0.0944	-0.00560000000000001	Inf
Amphotericine	20	Strain1538	250	Rep2	Plate_04_24hr_N24	0.1003	0.000299999999999995	Inf
Chloroxine	0.01	Strain1538	25	Rep2	Plate_04_24hr_O1	0.2534	0.1534	Inf
Chloroxine	0.05002	Strain1538	125	Rep2	Plate_04_24hr_O2	0.2722	0.1722	Inf
DMSO-100	0	Strain1538	100	Rep2	Plate_04_24hr_O3	0.2795	0.1795	Inf
